title;attribute;character;event;unit;rarity;availability;trained_image;untrained_image;release_date;
Please Enjoy This Homemade Onigiri ?;Mysterious;Hinomori Shizuku;MOREMOREMakingXmas;MORE MORE JUMP!;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/2/2b/Shizuku_12_trained_art.png/609px-Shizuku_12_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/b1/Shizuku_12_art.png/609px-Shizuku_12_art.png;2021/12/10;
Both an Idol and a Manager!?;Pure;KAITO;MOREMOREMakingXmas;VIRTUAL SINGER;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/3/35/KAITO_10_trained_art.png/609px-KAITO_10_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/bc/KAITO_10_art.png/609px-KAITO_10_art.png;2021/12/10;
Present for you!;Cute;Kiritani Haruka;MOREMOREMakingXmas;MORE MORE JUMP!;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/6/69/Haruka_13_art.png/657px-Haruka_13_art.png;2021/12/10;
The Arrogant Princess;Mysterious;Kagamine Rin;Collab Gacha;VIRTUAL SINGER;4.0;Collaboration limited;//static.wikitide.net/projectsekaiwiki/thumb/a/ab/Rin_13_trained_art.png/609px-Rin_13_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/3/37/Rin_13_art.png/609px-Rin_13_art.png;2021/12/13;
The Twin Servant;Happy;Kagamine Len;Collab Gacha;VIRTUAL SINGER;4.0;Collaboration limited;//static.wikitide.net/projectsekaiwiki/thumb/d/d0/Len_13_trained_art.png/609px-Len_13_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/51/Len_13_art.png/609px-Len_13_art.png;2021/12/13;
A Tailor Driven Mad by Jealousy;Cute;Megurine Luka;Collab Gacha;VIRTUAL SINGER;4.0;Collaboration limited;//static.wikitide.net/projectsekaiwiki/thumb/b/b3/Luka_13_trained_art.png/609px-Luka_13_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/e/e0/Luka_13_art.png/609px-Luka_13_art.png;2021/12/13;
The Evil Food Eater;Mysterious;MEIKO;Collab Gacha;VIRTUAL SINGER;4.0;Collaboration limited;//static.wikitide.net/projectsekaiwiki/thumb/1/1a/MEIKO_14_trained_art.png/609px-MEIKO_14_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/f/f5/MEIKO_14_art.png/609px-MEIKO_14_art.png;2021/12/13;
The Greedy Judge;Cool;KAITO;Collab Gacha;VIRTUAL SINGER;4.0;Collaboration limited;//static.wikitide.net/projectsekaiwiki/thumb/a/ac/KAITO_11_trained_art.png/609px-KAITO_11_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/4/48/KAITO_11_art.png/609px-KAITO_11_art.png;2021/12/13;
The Slothful, Sleepless Widow;Happy;Hatsune Miku;Collab Gacha;VIRTUAL SINGER;2.0;Collaboration limited;;//static.wikitide.net/projectsekaiwiki/thumb/4/48/Miku_19_art.png/657px-Miku_19_art.png;2021/12/13;
Outdoor Cooking!;Pure;Aoyagi Toya;Same Dreams,Same Colors;Vivid BAD SQUAD;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/8/8f/Toya_12_trained_art.png/609px-Toya_12_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/3/33/Toya_12_art.png/609px-Toya_12_art.png;2021/12/20;
A Chat on a Winter's Night;Pure;Shinonome Akito;Same Dreams,Same Colors;Vivid BAD SQUAD;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/5/52/Akito_11_trained_art.png/609px-Akito_11_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/5e/Akito_11_art.png/609px-Akito_11_art.png;2021/12/20;
BBQ With Everyone ?;Pure;Shiraishi An;Same Dreams,Same Colors;Vivid BAD SQUAD;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/5/51/An_11_trained_art.png/609px-An_11_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/59/An_11_art.png/609px-An_11_art.png;2021/12/20;
Here Comes the Free Spirit!;Cool;Megurine Luka;Same Dreams,Same Colors;VIRTUAL SINGER;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/4/48/Luka_14_trained_art.png/609px-Luka_14_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/2/26/Luka_14_art.png/609px-Luka_14_art.png;2021/12/20;
Warm Camping Style;Cute;Azusawa Kohane;Same Dreams,Same Colors;Vivid BAD SQUAD;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/c/c4/Kohane_12_art.png/657px-Kohane_12_art.png;2021/12/20;
Happy Anniversary!!;Cool;Kagamine Rin;Birthday Gacha;VIRTUAL SINGER;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/d/de/Rin_14_art.png/609px-Rin_14_art.png;2021/12/27;
Happy Anniversary!!;Pure;Kagamine Len;Birthday Gacha;VIRTUAL SINGER;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/f/f1/Len_14_art.png/609px-Len_14_art.png;2021/12/27;
Dazzling Stage of Dreams;Mysterious;Kusanagi Nene;Colorful Festival Gacha;Wonderlands×Showtime;4.0;Colorful Festival limited;//static.wikitide.net/projectsekaiwiki/thumb/9/9c/Nene_11_trained_art.png/609px-Nene_11_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/8/8b/Nene_11_art.png/609px-Nene_11_art.png;2021/12/31;
Endless Imagination and Challenges;Cool;Kamishiro Rui;Colorful Festival Gacha;Wonderlands×Showtime;4.0;Colorful Festival limited;//static.wikitide.net/projectsekaiwiki/thumb/f/f2/Rui_12_trained_art.png/609px-Rui_12_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/1/10/Rui_12_art.png/609px-Rui_12_art.png;2021/12/31;
The Future I Wish for With Everyone;Cute;Kiritani Haruka;Beyond Prayers, the Tomorrow We Wish for Is...;MORE MORE JUMP!;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/2/24/Haruka_14_trained_art.png/609px-Haruka_14_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/8/8b/Haruka_14_art.png/609px-Haruka_14_art.png;2021/12/31;
How to Spend New Year's Eve;Cute;Mochizuki Honami;Beyond Prayers, the Tomorrow We Wish for Is...;Leo/need;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/b/bf/Honami_15_trained_art.png/609px-Honami_15_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/e/e7/Honami_15_art.png/609px-Honami_15_art.png;2021/12/31;
With the First Sunrise of the Year on My Back;Cute;Azusawa Kohane;Beyond Prayers, the Tomorrow We Wish for Is...;Vivid BAD SQUAD;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/0/08/Kohane_13_trained_art.png/609px-Kohane_13_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/c/c9/Kohane_13_art.png/609px-Kohane_13_art.png;2021/12/31;
The Top Idol of the Karuta World?;Pure;Hatsune Miku;Beyond Prayers, the Tomorrow We Wish for Is...;VIRTUAL SINGER;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/1/14/Miku_20_trained_art.png/609px-Miku_20_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/d/d2/Miku_20_art.png/609px-Miku_20_art.png;2021/12/31;
The Way of Sound and the Way of Calligraphy;Cool;Hinomori Shiho;Beyond Prayers, the Tomorrow We Wish for Is...;Leo/need;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/6/6d/Shiho_12_art.png/657px-Shiho_12_art.png;2021/12/31;
Happy Birthday!!;Happy;Hinomori Shiho;Birthday Gacha;Leo/need;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/2/2a/Shiho_13_art.png/609px-Shiho_13_art.png;2022/01/08;
Officer Emu Is Currently Investigating!;Cool;Otori Emu;POP IN MY HEART!!;Wonderlands×Showtime;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/5/55/Emu_12_trained_art.png/609px-Emu_12_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/6/67/Emu_12_art.png/609px-Emu_12_art.png;2022/01/12;
Dance! And! Sing!;Cool;Tenma Tsukasa;POP IN MY HEART!!;Wonderlands×Showtime;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/4/45/Tsukasa_13_trained_art.png/609px-Tsukasa_13_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/9/9f/Tsukasa_13_art.png/609px-Tsukasa_13_art.png;2022/01/12;
Where Is the Crying Sound Coming From?;Cool;MEIKO;POP IN MY HEART!!;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/9/9a/MEIKO_15_trained_art.png/609px-MEIKO_15_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/3/3c/MEIKO_15_art.png/609px-MEIKO_15_art.png;2022/01/12;
I Thought I Was a Goner;Happy;Kusanagi Nene;POP IN MY HEART!!;Wonderlands×Showtime;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/6/66/Nene_12_trained_art.png/609px-Nene_12_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/9/90/Nene_12_art.png/609px-Nene_12_art.png;2022/01/12;
Rainbow?Cast;Mysterious;Kamishiro Rui;POP IN MY HEART!!;Wonderlands×Showtime;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/f/fd/Rui_13_art.png/657px-Rui_13_art.png;2022/01/12;
Faintly Glowing Elpis;Pure;Yoisaki Kanade;Someday, From the Depths of Despair;25-ji, Nightcord de.;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/0/0b/Kanade_14_trained_art.png/609px-Kanade_14_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/c/c8/Kanade_14_art.png/609px-Kanade_14_art.png;2022/01/21;
Elpis at the Depths of Despair;Pure;Asahina Mafuyu;Someday, From the Depths of Despair;25-ji, Nightcord de.;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/9/9b/Mafuyu_14_trained_art.png/609px-Mafuyu_14_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/1/15/Mafuyu_14_art.png/609px-Mafuyu_14_art.png;2022/01/21;
After Parties That Have Become Commonplace for Us;Pure;Akiyama Mizuki;Someday, From the Depths of Despair;25-ji, Nightcord de.;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/4/4d/Mizuki_13_trained_art.png/609px-Mizuki_13_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/8/87/Mizuki_13_art.png/609px-Mizuki_13_art.png;2022/01/21;
To Create Something Worth Seeing;Pure;Shinonome Ena;Someday, From the Depths of Despair;25-ji, Nightcord de.;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/d/d5/Ena_13_trained_art.png/609px-Ena_13_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/ba/Ena_13_art.png/609px-Ena_13_art.png;2022/01/21;
Watching Over the Very First Feelings;Cute;Hatsune Miku;Someday, From the Depths of Despair;VIRTUAL SINGER;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/5/50/Miku_21_art.png/657px-Miku_21_art.png;2022/01/21;
Happy Birthday!!;Mysterious;Asahina Mafuyu;Birthday Gacha;25-ji, Nightcord de.;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/0/09/Mafuyu_15_art.png/609px-Mafuyu_15_art.png;2022/01/27;
Happy Anniversary!!;Happy;Megurine Luka;Birthday Gacha;VIRTUAL SINGER;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/2/24/Luka_15_art.png/609px-Luka_15_art.png;2022/01/30;
Baking Sweets in Secret;Happy;Momoi Airi;Operation ? Secret Valentine!;MORE MORE JUMP!;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/f/f4/Airi_13_trained_art.png/609px-Airi_13_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/c/c7/Airi_13_art.png/609px-Airi_13_art.png;2022/01/31;
An Unexpected Phone Call;Happy;Tenma Saki;Operation ? Secret Valentine!;Leo/need;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/8/8a/Saki_14_trained_art.png/609px-Saki_14_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/e/e9/Saki_14_art.png/609px-Saki_14_art.png;2022/01/31;
Surprise ? To ? Family;Happy;Otori Emu;Operation ? Secret Valentine!;Wonderlands×Showtime;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/e/ed/Emu_13_trained_art.png/609px-Emu_13_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/bf/Emu_13_art.png/609px-Emu_13_art.png;2022/01/31;
Idol on Cake ?;Cool;Kagamine Rin;Operation ? Secret Valentine!;VIRTUAL SINGER;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/9/9d/Rin_15_trained_art.png/609px-Rin_15_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/8/8b/Rin_15_art.png/609px-Rin_15_art.png;2022/01/31;
Lady of Valentine;Pure;Hinomori Shizuku;Operation ? Secret Valentine!;MORE MORE JUMP!;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/d/d0/Shizuku_13_art.png/657px-Shizuku_13_art.png;2022/01/31;
"The ""Legend"" We Came to Know";Mysterious;Azusawa Kohane;Legend still vivid;Vivid BAD SQUAD;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/0/07/Kohane_14_trained_art.png/609px-Kohane_14_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/b5/Kohane_14_art.png/609px-Kohane_14_art.png;2022/02/09;
Putting the Excitement in Your Heart Into Words;Mysterious;Aoyagi Toya;Legend still vivid;Vivid BAD SQUAD;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/b/bd/Toya_13_trained_art.png/609px-Toya_13_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/d/d8/Toya_13_art.png/609px-Toya_13_art.png;2022/02/09;
Irrepressible Interest;Mysterious;Kagamine Len;Legend still vivid;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/d/dd/Len_15_trained_art.png/609px-Len_15_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/c/c1/Len_15_art.png/609px-Len_15_art.png;2022/02/09;
The Shop Is About to Open!;Cute;Shiraishi An;Legend still vivid;Vivid BAD SQUAD;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/7/70/An_12_trained_art.png/609px-An_12_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/4/46/An_12_art.png/609px-An_12_art.png;2022/02/09;
Towards Legend;Cool;Shinonome Akito;Legend still vivid;Vivid BAD SQUAD;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/4/40/Akito_12_art.png/657px-Akito_12_art.png;2022/02/09;
Happy Birthday!!;Cool;Yoisaki Kanade;Birthday Gacha;25-ji, Nightcord de.;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/f/f9/Kanade_15_art.png/609px-Kanade_15_art.png;2022/02/10;
Happy Anniversary!!;Cute;KAITO;Birthday Gacha;VIRTUAL SINGER;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/a/ac/KAITO_12_art.png/609px-KAITO_12_art.png;2022/02/17;
A Wish I Had Long Ago;Pure;Hinomori Shiho;That Day, the Sky Was Far Away;Leo/need;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/4/47/Shiho_14_trained_art.png/609px-Shiho_14_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/e/eb/Shiho_14_art.png/609px-Shiho_14_art.png;2022/02/18;
Did You Hear That Just Now?!;Pure;Hoshino Ichika;That Day, the Sky Was Far Away;Leo/need;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/d/dd/Ichika_14_trained_art.png/609px-Ichika_14_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/7/79/Ichika_14_art.png/609px-Ichika_14_art.png;2022/02/18;
A Lively Atmosphere I'm Not Used To;Pure;KAITO;That Day, the Sky Was Far Away;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/d/d7/KAITO_13_trained_art.png/609px-KAITO_13_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/8/89/KAITO_13_art.png/609px-KAITO_13_art.png;2022/02/18;
A Lesson From the Future Star;Happy;Tenma Saki;That Day, the Sky Was Far Away;Leo/need;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/7/7d/Saki_15_trained_art.png/609px-Saki_15_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/5/51/Saki_15_art.png/609px-Saki_15_art.png;2022/02/18;
Cool Riders Lady;Happy;Mochizuki Honami;That Day, the Sky Was Far Away;Leo/need;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/8/8d/Honami_16_art.png/657px-Honami_16_art.png;2022/02/18;
A Sudden Trouble Meeting!?;Mysterious;Tenma Tsukasa;The Gentleman Thief's Thrilling White Day!?;Wonderlands×Showtime;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/6/6a/Tsukasa_14_trained_art.png/609px-Tsukasa_14_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/9/9f/Tsukasa_14_art.png/609px-Tsukasa_14_art.png;2022/02/28;
No Compromise in Making Chocolates;Mysterious;Shinonome Akito;The Gentleman Thief's Thrilling White Day!?;Vivid BAD SQUAD;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/d/d4/Akito_13_trained_art.png/609px-Akito_13_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/7/7e/Akito_13_art.png/609px-Akito_13_art.png;2022/02/28;
Making Chocolates With Children;Mysterious;Akiyama Mizuki;The Gentleman Thief's Thrilling White Day!?;25-ji, Nightcord de.;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/6/62/Mizuki_14_trained_art.png/609px-Mizuki_14_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/b/bb/Mizuki_14_art.png/609px-Mizuki_14_art.png;2022/02/28;
"Putting My ""Gratitude"" Into Them";Mysterious;Hinomori Shiho;The Gentleman Thief's Thrilling White Day!?;Leo/need;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/8/88/Shiho_15_trained_art.png/609px-Shiho_15_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/aa/Shiho_15_art.png/609px-Shiho_15_art.png;2022/02/28;
Innocent Squire;Cool;Kagamine Len;The Gentleman Thief's Thrilling White Day!?;VIRTUAL SINGER;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/9/9a/Len_16_art.png/657px-Len_16_art.png;2022/02/28;
Happy Birthday!!;Happy;Azusawa Kohane;Birthday Gacha;Vivid BAD SQUAD;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/d/d7/Kohane_15_art.png/609px-Kohane_15_art.png;2022/03/02;
Feel like Magic;Pure;Hinomori Shizuku;Cast Spell on You;MORE MORE JUMP!;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/7/7e/Shizuku_14_trained_art.png/609px-Shizuku_14_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/e/e3/Shizuku_14_art.png/609px-Shizuku_14_art.png;2022/03/11;
Passionate Talk!;Pure;Hanasato Minori;Cast Spell on You;MORE MORE JUMP!;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/6/6c/Minori_12_trained_art.png/609px-Minori_12_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/3/32/Minori_12_art.png/609px-Minori_12_art.png;2022/03/11;
Let Me Guide You to the SEKAI's Dressing Room ?;Pure;Hatsune Miku;Cast Spell on You;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/6/6d/Miku_22_trained_art.png/609px-Miku_22_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/0/09/Miku_22_art.png/609px-Miku_22_art.png;2022/03/11;
"To Express ""Ourselves""";Mysterious;Kiritani Haruka;Cast Spell on You;MORE MORE JUMP!;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/4/44/Haruka_15_trained_art.png/609px-Haruka_15_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/a/ae/Haruka_15_art.png/609px-Haruka_15_art.png;2022/03/11;
Mysterious Heart Witch;Mysterious;Momoi Airi;Cast Spell on You;MORE MORE JUMP!;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/9/93/Airi_14_art.png/657px-Airi_14_art.png;2022/03/11;
Happy Birthday!!;Pure;Momoi Airi;Birthday Gacha;MORE MORE JUMP!;5.0;Birthday limited;;//static.wikitide.net/projectsekaiwiki/thumb/1/19/Airi_15_art.png/609px-Airi_15_art.png;2022/03/19;
Through Pain and Misery;Cool;Shinonome Ena;On This Blank Canvas, I Paint;25-ji, Nightcord de.;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/d/df/Ena_14_trained_art.png/609px-Ena_14_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/7/78/Ena_14_art.png/609px-Ena_14_art.png;2022/03/20;
The Moment the Sound Becomes Clear;Cool;Yoisaki Kanade;On This Blank Canvas, I Paint;25-ji, Nightcord de.;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/5/5e/Kanade_16_trained_art.png/609px-Kanade_16_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/f/fc/Kanade_16_art.png/609px-Kanade_16_art.png;2022/03/20;
Wanting My Song to Reach You;Cool;Kagamine Rin;On This Blank Canvas, I Paint;VIRTUAL SINGER;4.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/0/02/Rin_16_trained_art.png/609px-Rin_16_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/c/c3/Rin_16_art.png/609px-Rin_16_art.png;2022/03/20;
Recollected Colors;Pure;Asahina Mafuyu;On This Blank Canvas, I Paint;25-ji, Nightcord de.;3.0;Permanent;//static.wikitide.net/projectsekaiwiki/thumb/7/70/Mafuyu_16_trained_art.png/609px-Mafuyu_16_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/6/63/Mafuyu_16_art.png/609px-Mafuyu_16_art.png;2022/03/20;
A Night With Only the 3 of Us;Pure;Akiyama Mizuki;On This Blank Canvas, I Paint;25-ji, Nightcord de.;2.0;Permanent;;//static.wikitide.net/projectsekaiwiki/thumb/d/d7/Mizuki_15_art.png/657px-Mizuki_15_art.png;2022/03/20;
The Enthusiasm From the Past;Cute;Shiraishi An;Colorful Festival Gacha;Vivid BAD SQUAD;4.0;Colorful Festival limited;//static.wikitide.net/projectsekaiwiki/thumb/f/f6/An_13_trained_art.png/609px-An_13_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/f/fd/An_13_art.png/609px-An_13_art.png;2022/03/30;
Feelings I Had Buried Deep Inside;Happy;Aoyagi Toya;Colorful Festival Gacha;Vivid BAD SQUAD;4.0;Colorful Festival limited;//static.wikitide.net/projectsekaiwiki/thumb/c/c3/Toya_14_trained_art.png/609px-Toya_14_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/9/98/Toya_14_art.png/609px-Toya_14_art.png;2022/03/30;
Among the Dancing Flower Petals in the Wind;Happy;Hatsune Miku;Cherry Blossoms Across SEKAI, Interconnecting Our Feelings;VIRTUAL SINGER;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/0/0f/Miku_23_trained_art.png/609px-Miku_23_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/0/08/Miku_23_art.png/609px-Miku_23_art.png;2022/03/30;
Surrounded by Spring-Colored Sweets;Happy;Kagamine Len;Cherry Blossoms Across SEKAI, Interconnecting Our Feelings;VIRTUAL SINGER;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/2/27/Len_17_trained_art.png/609px-Len_17_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/8/87/Len_17_art.png/609px-Len_17_art.png;2022/03/30;
Cherry Blossoms Blooming on the Blackboard;Happy;Megurine Luka;Cherry Blossoms Across SEKAI, Interconnecting Our Feelings;VIRTUAL SINGER;4.0;Limited;//static.wikitide.net/projectsekaiwiki/thumb/6/69/Luka_16_trained_art.png/609px-Luka_16_trained_art.png;//static.wikitide.net/projectsekaiwiki/thumb/4/43/Luka_16_art.png/609px-Luka_16_art.png;2022/03/30;
